city,utc_time,pm10_µg/m³,pm1_µg/m³,pm25_µg/m³,temperature_c,um003_particles/cm³,um050_particles/cm³,sum_mn,aimag_eng,aimag_mng
Bayankhongor,2022-10-23 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2022-10-24 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2022-10-25 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2022-10-26 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2022-10-27 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2022-10-28 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2022-10-29 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2022-10-30 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2022-10-31 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2022-11-01 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2022-11-02 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2022-11-03 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2022-11-04 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2022-11-05 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2022-11-06 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2022-11-07 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2022-11-08 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2022-11-09 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2022-11-10 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2022-11-11 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2022-11-12 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2022-11-13 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2022-11-14 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2022-11-15 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2022-11-16 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2022-11-17 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2022-11-18 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2022-11-19 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2022-11-20 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2022-11-21 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2022-11-22 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2022-11-23 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2022-11-24 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2022-11-25 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2022-11-26 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2022-11-27 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2022-11-28 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2022-11-29 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2022-11-30 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2022-12-01 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2022-12-02 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2022-12-03 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2022-12-04 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2022-12-05 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2022-12-06 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2022-12-07 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2022-12-08 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2022-12-09 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2022-12-10 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2022-12-11 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2022-12-12 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2022-12-13 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2022-12-14 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2022-12-15 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2022-12-16 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2022-12-17 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2022-12-18 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2022-12-19 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2022-12-20 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2022-12-21 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2022-12-22 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2022-12-23 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2022-12-24 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2022-12-25 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2022-12-26 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2022-12-27 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2022-12-28 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2022-12-29 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2022-12-30 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2022-12-31 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-01-01 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-01-02 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-01-03 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-01-04 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-01-05 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-01-06 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-01-07 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-01-08 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-01-09 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-01-10 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-01-11 00:00:00+00:00,59.0,27.264983456714226,48.5,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-01-12 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-01-13 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-01-14 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-01-15 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-01-16 00:00:00+00:00,58.0,28.42415373188671,48.4,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-01-17 00:00:00+00:00,47.0,22.690146745283243,39.3,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-01-18 00:00:00+00:00,47.0,21.517367658943183,38.4,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-01-19 00:00:00+00:00,57.0,27.091768688686795,47.2,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-01-20 00:00:00+00:00,70.0,33.70296739844873,58.4,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-01-21 00:00:00+00:00,54.0,25.95470968185374,44.5,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-01-22 00:00:00+00:00,55.0,26.17666666666667,44.7,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-01-23 00:00:00+00:00,43.0,21.358884187232515,35.8,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-01-24 00:00:00+00:00,75.0,37.01871225368695,62.8,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-01-25 00:00:00+00:00,90.0,43.14900190006072,75.1,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-01-26 00:00:00+00:00,45.0,22.335330514552496,37.9,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-01-27 00:00:00+00:00,44.0,21.107863084364364,36.6,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-01-28 00:00:00+00:00,50.0,23.57459219599104,41.0,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-01-29 00:00:00+00:00,65.0,31.101942909421357,54.3,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-01-30 00:00:00+00:00,54.0,25.759535022173424,44.6,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-01-31 00:00:00+00:00,44.0,20.91905020120403,36.3,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-02-01 00:00:00+00:00,41.0,19.548200233946535,34.2,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-02-02 00:00:00+00:00,61.0,29.483333333333334,50.4,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-02-03 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-02-04 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-02-05 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-02-06 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-02-07 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-02-08 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-02-09 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-02-10 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-02-11 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-02-12 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-02-13 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-02-14 00:00:00+00:00,35.0,16.64977541073713,29.1,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-02-15 00:00:00+00:00,35.0,16.805743913121788,29.3,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-02-16 00:00:00+00:00,40.0,18.723333333333326,33.4,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-02-17 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-02-18 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-02-19 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-02-20 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-02-21 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-02-22 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-02-23 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-02-24 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-02-25 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-02-26 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-02-27 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-02-28 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-03-01 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-03-02 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-03-03 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-03-04 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-03-05 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-03-06 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-03-07 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-03-08 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-03-09 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-03-10 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-03-11 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-03-12 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-03-13 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-03-14 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-03-15 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-03-16 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-03-17 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-03-18 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-03-19 00:00:00+00:00,44.0,20.745669204110865,36.9,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-03-20 00:00:00+00:00,40.0,18.3222189210791,33.1,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-03-21 00:00:00+00:00,36.0,16.3609777322877,29.8,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-03-22 00:00:00+00:00,25.0,11.6654727646188,20.9,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-03-23 00:00:00+00:00,74.0,36.486363636363635,62.0,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-03-24 00:00:00+00:00,35.0,16.6548028366769,28.9,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-03-25 00:00:00+00:00,27.0,13.098144301739586,23.2,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-03-26 00:00:00+00:00,30.0,14.096466904609864,24.8,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-03-27 00:00:00+00:00,26.0,11.924087710346951,21.4,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-03-28 00:00:00+00:00,22.0,10.445016919498935,18.5,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-03-29 00:00:00+00:00,27.0,12.75848335602437,22.4,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-03-30 00:00:00+00:00,22.0,10.007666983266839,18.1,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-03-31 00:00:00+00:00,36.0,17.110558141967346,29.9,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-04-01 00:00:00+00:00,25.0,11.714273290069455,21.0,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-04-02 00:00:00+00:00,17.0,8.291154389810705,14.3,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-04-03 00:00:00+00:00,28.0,14.391898719761505,24.3,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-04-04 00:00:00+00:00,39.0,19.138830371662223,32.8,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-04-05 00:00:00+00:00,21.0,10.108566997471451,17.7,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-04-06 00:00:00+00:00,54.0,25.82381765062667,45.1,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-04-07 00:00:00+00:00,48.0,22.126734039893165,39.2,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-04-08 00:00:00+00:00,39.0,17.124810817366175,31.9,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-04-09 00:00:00+00:00,33.0,13.856338677552758,26.5,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-04-10 00:00:00+00:00,28.0,12.687142239412353,23.1,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-04-11 00:00:00+00:00,59.0,27.422165089237538,49.0,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-04-12 00:00:00+00:00,28.0,13.25810317779478,23.7,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-04-13 00:00:00+00:00,24.0,11.975212083877768,20.8,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-04-14 00:00:00+00:00,15.0,7.5037594085370385,13.0,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-04-15 00:00:00+00:00,33.0,16.098585390310436,27.8,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-04-16 00:00:00+00:00,21.0,8.809262056802286,17.5,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-04-17 00:00:00+00:00,32.0,14.923154135644031,26.1,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-04-18 00:00:00+00:00,23.0,9.006949624241603,18.2,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-04-19 00:00:00+00:00,18.0,8.527169501219523,15.5,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-04-20 00:00:00+00:00,24.0,11.928299276287783,20.7,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-04-21 00:00:00+00:00,27.0,13.25045852843221,23.0,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-04-22 00:00:00+00:00,41.0,20.126666666666665,34.0,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-04-23 00:00:00+00:00,17.0,7.912109210941154,14.1,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-04-24 00:00:00+00:00,12.0,5.976848522167488,10.2,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-04-25 00:00:00+00:00,,,,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-04-26 00:00:00+00:00,29.0,11.537614228599988,22.7,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-04-27 00:00:00+00:00,13.0,7.024349726554341,11.6,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-04-28 00:00:00+00:00,16.0,8.629216835616797,13.9,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-04-29 00:00:00+00:00,14.0,7.915825274927286,12.6,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-04-30 00:00:00+00:00,17.0,8.368042068507332,14.3,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-05-01 00:00:00+00:00,27.0,12.219113581629488,21.9,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bayankhongor,2023-05-02 00:00:00+00:00,36.0,17.827272727272728,30.1,,,,Баянхонгор,Bayankhongor,Баянхонгор
Bulgan,2021-07-30 00:00:00+00:00,2.0,0.9537040242027949,2.1,,,,Булган,Bulgan,Булган
Bulgan,2021-07-31 00:00:00+00:00,2.0,0.4666666666666668,1.4,,,,Булган,Bulgan,Булган
Bulgan,2021-08-01 00:00:00+00:00,30.0,14.698297060705537,26.8,,,,Булган,Bulgan,Булган
Bulgan,2021-08-02 00:00:00+00:00,15.0,6.979259442602072,13.3,,,,Булган,Bulgan,Булган
Bulgan,2021-08-03 00:00:00+00:00,58.0,24.246160141313467,47.8,,,,Булган,Bulgan,Булган
Bulgan,2021-08-04 00:00:00+00:00,20.0,11.496460264272764,18.2,,,,Булган,Bulgan,Булган
Bulgan,2021-08-05 00:00:00+00:00,13.0,7.845570821148559,12.3,,,,Булган,Bulgan,Булган
Bulgan,2021-08-06 00:00:00+00:00,12.0,5.750879256028871,10.6,,,,Булган,Bulgan,Булган
Bulgan,2021-08-07 00:00:00+00:00,57.0,25.169464840588933,49.9,,,,Булган,Bulgan,Булган
Bulgan,2021-08-08 00:00:00+00:00,73.0,31.667649254284687,59.2,,,,Булган,Bulgan,Булган
Bulgan,2021-08-09 00:00:00+00:00,95.0,40.69902381090382,83.6,,,,Булган,Bulgan,Булган
Bulgan,2021-08-10 00:00:00+00:00,63.0,26.911190849801596,52.1,,,,Булган,Bulgan,Булган
Bulgan,2021-08-11 00:00:00+00:00,39.0,17.079236002365292,32.5,,,,Булган,Bulgan,Булган
Bulgan,2021-08-12 00:00:00+00:00,43.0,19.49947133007478,36.3,,,,Булган,Bulgan,Булган
Bulgan,2021-08-13 00:00:00+00:00,10.0,5.079071560480986,9.1,,,,Булган,Bulgan,Булган
Bulgan,2021-08-14 00:00:00+00:00,13.0,5.8501806526806535,11.6,,,,Булган,Bulgan,Булган
Bulgan,2021-08-15 00:00:00+00:00,,,,,,,Булган,Bulgan,Булган
Bulgan,2021-08-16 00:00:00+00:00,10.0,5.127746478563394,8.8,,,,Булган,Bulgan,Булган
Bulgan,2021-08-17 00:00:00+00:00,10.0,5.668951622505599,9.3,,,,Булган,Bulgan,Булган
Bulgan,2021-08-18 00:00:00+00:00,4.0,1.9208106481380938,3.5,,,,Булган,Bulgan,Булган
Bulgan,2021-08-19 00:00:00+00:00,9.0,4.610750567515273,8.0,,,,Булган,Bulgan,Булган
Bulgan,2021-08-20 00:00:00+00:00,7.0,3.831403097010392,6.5,,,,Булган,Bulgan,Булган
Bulgan,2021-08-21 00:00:00+00:00,7.0,4.330897335276554,6.9,,,,Булган,Bulgan,Булган
Bulgan,2021-08-22 00:00:00+00:00,4.0,2.124579227246253,3.6,,,,Булган,Bulgan,Булган
Bulgan,2021-08-23 00:00:00+00:00,11.0,6.509560952454038,10.6,,,,Булган,Bulgan,Булган
Bulgan,2021-08-24 00:00:00+00:00,18.0,10.38831904315728,16.7,,,,Булган,Bulgan,Булган
Bulgan,2021-08-25 00:00:00+00:00,5.0,2.746196509429268,4.4,,,,Булган,Bulgan,Булган
Bulgan,2021-08-26 00:00:00+00:00,10.0,5.84234567726959,9.3,,,,Булган,Bulgan,Булган
Bulgan,2021-08-27 00:00:00+00:00,10.0,5.75289620215145,9.1,,,,Булган,Bulgan,Булган
Bulgan,2021-08-28 00:00:00+00:00,12.0,6.693602663400399,10.7,,,,Булган,Bulgan,Булган
Bulgan,2021-08-29 00:00:00+00:00,7.0,4.249870602802933,6.8,,,,Булган,Bulgan,Булган
Bulgan,2021-08-30 00:00:00+00:00,,,,,,,Булган,Bulgan,Булган
Bulgan,2021-08-31 00:00:00+00:00,7.0,4.519376884285987,6.7,,,,Булган,Bulgan,Булган
Bulgan,2021-09-01 00:00:00+00:00,9.0,5.949701060259312,8.9,,,,Булган,Bulgan,Булган
Bulgan,2021-09-02 00:00:00+00:00,11.0,7.039590617483419,10.7,,,,Булган,Bulgan,Булган
Bulgan,2021-09-03 00:00:00+00:00,3.0,1.7438564282673479,3.0,,,,Булган,Bulgan,Булган
Bulgan,2021-09-04 00:00:00+00:00,10.0,5.752769338257476,9.2,,,,Булган,Bulgan,Булган
Bulgan,2021-09-05 00:00:00+00:00,11.0,5.993918755876476,9.6,,,,Булган,Bulgan,Булган
Bulgan,2021-09-06 00:00:00+00:00,10.0,5.952103770110079,9.5,,,,Булган,Bulgan,Булган
Bulgan,2021-09-07 00:00:00+00:00,10.0,5.68629889595107,9.5,,,,Булган,Bulgan,Булган
Bulgan,2021-09-08 00:00:00+00:00,6.0,3.254157450547537,5.4,,,,Булган,Bulgan,Булган
Bulgan,2021-09-09 00:00:00+00:00,11.0,6.827679659102073,10.6,,,,Булган,Bulgan,Булган
Bulgan,2021-09-10 00:00:00+00:00,15.0,8.72205358275633,13.4,,,,Булган,Bulgan,Булган
Bulgan,2021-09-11 00:00:00+00:00,12.0,6.980005938908344,11.2,,,,Булган,Bulgan,Булган
